song_id,title,tempo,key_signature,mode,release_year,energy,danceability,loudness,cluster_id,artist_id
TRBAYEM12903CAC072,Here We Are,167.461,9,1,1999,0.0,0.0,-15.784,1,AR0Q5531187FB45143
TRBAYOQ128F14A8744,Jesus Loves Me (Now More Than Ever),146.622,2,1,1977,0.0,0.0,-9.412,5,ARG274E1187FB4BCA8
TRBAYJH128F427CA64,Judgement Begins With The House Of God,110.061,0,1,1985,0.0,0.0,-17.916,2,ARABFU01187FB46712
TRBAYFW128F933781F,Bonjour,120.56,9,0,2007,0.0,0.0,-18.497,2,ARYDFJA1241B9CBFF2
TRBAYDA12903CD157D,Me quedo sin ti,100.518,2,1,1950,0.0,0.0,-4.824,0,AR8AZTM1187FB3FB9C
TRBAYDT128F9339F5F,Lo Decidio,116.683,0,1,1975,0.0,0.0,-9.807,6,ARRVUWA1187B9A0FE2
TRBAPCS128F422C38B,Vida De Mi Vida,106.689,10,0,1994,0.0,0.0,-6.61,0,ARNP42K1187B9AB7DF
TRBAPZQ128F4240B93,Love Don't Love Me (Justin Timberlake) (Amended Version),86.964,1,1,1986,0.0,0.0,-7.761,0,ARWK5QH1187B9A9B7F
TRBAPPF128F4243DA5,We Blame Love,133.057,7,1,1996,0.0,0.0,-10.025,6,AR5MK521187B98E0B8
TRBAPMY128F42578B1,Medley: Safe To The Rock / Hiding In Thee,187.045,5,1,1992,0.0,0.0,-16.853,1,AROVY9L1187FB3A97C
TRBAPQD128F92CC02E,I got A Woman,110.14,2,1,1988,0.0,0.0,-15.918,2,ARR8AIK1187B9A0BCE
TRBAPVL128F428CD92,Jam-Master Jammin',99.948,1,1,1985,0.0,0.0,-14.283,2,ARX9YIP1187B98A656
TRBAPBU128F9304E1B,The Carrying Arms,150.314,7,1,2007,0.0,0.0,-17.624,1,ARKMIBT11F4C8430D9
TRBACUF128F4247F8C,Call Me,97.748,5,0,1999,0.0,0.0,-11.083,4,ARE9Y761187B98AEB6
TRBACIK128F425CD27,Pray (Album Version),160.04,2,1,2010,0.0,0.0,-5.376,5,ARWSISA1187B9AAC01
TRBACFH12903CEDFBC,Hardcore From The Underland,94.535,1,1,1974,0.0,0.0,-3.674,0,AR41O131187FB51448
TRBACAA12903D0575F,Back Then,147.944,9,1,2010,0.0,0.0,-5.892,5,ARKL75U1187FB5B8B6
TRBACGF128F92C5774,Down (LP Version),134.982,7,1,2003,0.0,0.0,-3.925,8,ARTAFV91187B9BA17C
TRBACVB128F427F67D,Menu Lagan Lagi,99.015,11,0,1987,0.0,0.0,-9.74,0,ARJ1AMB1187FB40661
TRBACPE12903CC7055,"Suite No. 4 in G major_ Op. 61_ ""Mozartiana"": IV. Variation 5 ",91.485,7,0,2020,0.0,0.0,-26.232,7,ARTML781187B9AF080
TRBACOD128EF33F45B,Remote Control,162.843,1,1,1960,0.0,0.0,-11.13,1,ARMSL551187FB3F4B0
TRBACWG128F9349A04,Flying Fiddles (1996 Digital Remaster),130.14,7,1,1963,0.0,0.0,-12.382,6,ARCVT0G1187B99238E
TRBATOU128F4236287,La Chola Caderona,76.799,5,0,1999,0.0,0.0,-3.934,0,AROSW2I1187FB44866
TRBATRO128F4225566,10000 Km,96.001,1,1,2006,0.0,0.0,-4.691,0,AR1LQNB1187B9A6AE5
TRBATFM128F423640E,Adios_ Amigos! (2003 Digital Remaster),70.802,0,1,2022,0.0,0.0,-12.37,4,AR8WVQY1187FB3FA10
TRBATVW128E078530F,The Christmas Song  (LP Version),94.012,2,0,1977,0.0,0.0,-14.419,4,ARSYKGV1187B9A49CD
TRBATKI128F4284D54,Between You And Me,96.087,10,1,2001,0.0,0.0,-3.941,0,AR4AR1R1187B98E76F
TRBATEY128F4285370,Why Baby Why,150.439,7,1,2002,0.0,0.0,-11.366,1,AR0X3JJ1187FB3A9A7
TRBATOI12903CEFF3A,Ongoing Plague,137.795,9,0,2003,0.0,0.0,-4.65,8,ARZ78EG1187FB4638E
TRBATUH128F92E6BBC,Comfortubly Numb,128.505,11,0,1994,0.0,0.0,-6.264,8,ARD4C1I1187FB4B0C3
TRBATGR128F14AD2FA,Phillippe,141.233,1,1,1987,0.0,0.0,-32.238,9,ARSZIBW1187B994053
TRBATNQ128F4227DD7,Sad Girl (Single Mix),147.847,7,0,2022,0.0,0.0,-12.968,1,ARAK3HK1187FB51B38
TRBATSC128F427D709,Angel,150.071,3,1,2008,0.0,0.0,-7.233,5,AR8AZTM1187FB3FB9C
TRBATJY128F4248894,Peace Dance,95.074,6,0,1992,0.0,0.0,-16.387,2,AR1WU211187FB57E2B
TRBATEB128F4258804,Gracieusette,225.812,9,1,1995,0.0,0.0,-13.963,3,AROVSYC119B3403921
TRBALRR128F429625D,Can't Make You Love Me,107.969,0,0,2000,0.0,0.0,-3.693,8,AR03BDP1187FB5B324
TRBALQE128E0787FB9,Piracy,154.976,7,1,1980,0.0,0.0,-4.227,5,AR9JJ761187B9AF496
TRBALEH128E078B419,Night Terrors (Album Version),120.539,5,0,2005,0.0,0.0,-3.294,8,ARHRY5S1187B99B96F
TRBALYE128F93537E7,East to West,151.864,1,0,1977,0.0,0.0,-6.397,5,ARCZGEP122988F4890
TRBALVT128F145B6CB,Misty Blue,101.626,5,1,1976,0.0,0.0,-15.342,2,AR0RCMP1187FB3F427
TRBALJE128F9310DCE,You Never Wash Up After Yourself (Live),87.279,0,1,2018,0.0,0.0,-21.343,7,ARH6W4X1187B99274F
TRBALAF128F426A779,Magali,94.351,11,1,2013,0.0,0.0,-10.589,4,ARHXWB01187B9A205C
TRBALSF128F146AED0,So Danco Samba (Jazz 'N' Samba) (1997 Digital Remaster),182.974,10,0,1986,0.0,0.0,-17.665,1,AR7BHGD1187FB4E15F
TRBALBV128F426DEBF,The Story Goes On,49.146,7,1,1960,0.0,0.0,-10.734,4,ARBHPBX1187FB47102
TRBALLT128F4297655,Tu Mejor Amigo,142.431,9,1,2019,0.0,0.0,-3.238,8,ARABTW91187FB3A73B
TRBALIJ128F14884B5,Main Street Eyes,131.813,9,1,1990,0.0,0.0,-11.278,6,AR5OH2Z1187B9A46A9
TRBANAZ12903CCFE35,Manzenera,136.176,1,1,1971,0.0,0.0,-11.594,6,AR7G5I41187FB4CE6C
TRBANDP12903CE9EAC,Lost In Translation,120.004,10,0,1970,0.0,0.0,-10.19,6,ARPVRUC1187FB4F1DE
TRBANHU128EF35EB62,Cunoasterea Tacuta,130.84,11,0,2006,0.0,0.0,-5.27,8,ARWJAQ81187FB46F73
TRBANHO128F425A477,I Wanna Sing (Autobiography Album Version),122.1,8,1,1951,0.0,0.0,-7.355,8,AREXX3T1187B989950
TRBANRL128F92F29EC,Restless Spirits (World),203.737,1,1,1999,0.0,0.0,-21.307,1,AREJ5K11187B993F5F
TRBANPN128F148CC45,Hard Not 2 Kill (Explicit),77.56,7,1,2011,0.0,0.0,-5.716,0,AR2XI6G1187B9AE7DA
TRBANCJ128F42812AE,We Made It [Instrumental],92.344,1,0,1950,0.0,0.0,-6.892,0,ARBCUNV1187B98A9FB
TRBANBC128F147E363,Dinosaur Bones,112.734,7,1,2006,0.0,0.0,-4.789,8,ARK3PWH1187B9A441D
TRBANZZ128F149EA4C,Downtown (Album Version),146.473,9,1,1982,0.0,0.0,-11.531,6,ARXLX5L1187FB47BED
TRBANKK12903CDA071,La Blonde de Pékin,109.1,6,1,2021,0.0,0.0,-7.779,0,AR02DB61187B9A0B5E
TRBANZN12903CA2CE7,Ett Norrskensdåd,95.035,10,1,2010,0.0,0.0,-5.061,0,ARB5TJM1187B9A71FD
TRBANHO128F93466AF,Les Tous Petits Details,202.999,7,1,1997,0.0,0.0,-10.607,3,ARW63KF1187B98AC48
TRBANAN128F933B4AF,Nobody But Me - Original,130.848,2,0,1961,0.0,0.0,-24.35,9,AR8WHEJ1187B98CDCA
TRBAIUY128F92FF7F0,Cry_ Cry_ Cry,74.983,5,1,2002,0.0,0.0,-18.58,2,ARBMHBC11F4C8403A2
TRBAIAW128F92C5652,Red (Main Version),143.932,5,1,2003,0.0,0.0,-4.83,8,AR8M6LC1187B998D48
TRBAIDT128F92CC7ED,Nude With Boots,113.386,2,1,2008,0.0,0.0,-7.616,8,AROLDZG1187FB50AFB
TRBAIAU128E078D934,God Of Love (Album Version),105.453,7,1,1995,0.0,0.0,-5.663,0,AR7Y6JX1187FB4D9B3
TRBAIZX128F92FCDCE,Silver Bells,88.991,9,1,2020,0.0,0.0,-12.916,4,ARQ9BO41187FB5CF1F
TRBAIHN128F427D480,Laser Show (LP Version),115.686,9,0,1999,0.0,0.0,-5.759,8,ARDBSFT1187B9AC9C1
TRBAISB12903CF1054,Crushing Belial,194.238,2,0,2000,0.0,0.0,-7.736,3,ARK8OHG1187B99016A
TRBAIKM12903CBCF21,Better Days,154.548,5,1,1995,0.0,0.0,-8.882,5,ARSEC9Q1187B98912D
TRBAIWW128F425627B,Ni Shi Wo Xin Zhong Yi Ju Jing Tan,122.9,5,1,1982,0.0,0.0,-5.73,8,ARCRR5X1187FB3BD4A
TRBAIWG12903CCF884,Apologize,86.664,6,1,2004,0.0,0.0,-3.173,0,ARGBGC71187FB3DD0B
TRBAIGZ128F9329618,Waltzing Matilda My Darling,119.283,3,1,2014,0.0,0.0,-16.142,2,ARDOZIV11F4C83DD59
TRBAIEK128F932CCF7,Here The Sun Never Shines,227.302,10,0,2006,0.0,0.0,-5.587,3,ARVEXQ51187B9B8237
TRBFBQO12903CE7ACD,Raw Power,165.81,9,0,1996,0.0,0.0,-8.502,5,ARLR9U31187B9A71AD
TRBFBQG128F9313C6D,The Lord's Prayer,90.845,1,1,2009,0.0,0.0,-17.27,2,ARQ3VBJ1187FB3FE55
TRBFBYS128F92F261C,Nuestras Sevillanas 1,60.025,7,1,2008,0.0,0.0,-8.235,4,AR0OTEX1187FB3600D
TRBFBRX128F148C4F1,I'm Chillin,107.373,7,1,1990,0.0,0.0,-12.637,6,AR60C3O1187FB46737
TRBFBAB128F4227B85,Strip The Soul (album version),154.24,7,1,2002,0.0,0.0,-5.94,5,ARYO9BU1187B9ADA88
TRBFBSN128F9312468,La Blessure,82.491,7,0,1954,0.0,0.0,-18.352,2,ARGCEOR1187B9A4E7D
TRBFBMD128F4270DA5,Te Quiero Mas,86.666,0,1,1989,0.0,0.0,-17.608,2,AR6Q6PN1187B9A01E1
TRBFBYF12903CFB6B4,One Moment With You,67.56,11,1,1993,0.0,0.0,-12.007,4,ARHRKTK1187B99E1D5
TRBFBOG128F9356C6E,Head Banger,180.469,9,1,1992,0.0,0.0,-3.349,5,ARSQDUN1187B98D7D7
TRBFBCH128F92FAA04,Sangria (Nomadbrothers Remix feat. Rio),124.021,0,0,1965,0.0,0.0,-10.503,6,ARC6J781187B98F02B
TRBFBLS12903CBBABB,Come Dance With Me,124.283,10,1,1994,0.0,0.0,-6.515,8,AR2VROU1187FB532D7
TRBFBUO128F42A3DED,Alla Mot Alla,143.908,3,1,1962,0.0,0.0,-8.505,5,AR1SQSG1187B9AC782
TRBFGFF12903CF4183,Volvere,105.976,4,1,2000,0.0,0.0,-6.231,0,ARH09RT1187FB4A843
TRBFGFT12903CD2720,Lost in Marrakesh with Entropik (Pathaan's Mirage Mix),170.04,7,1,1999,0.0,0.0,-8.1,5,ARIGY9P1187B9B6428
TRBFGZZ128F426DE40,Estimate,93.352,4,0,1997,0.0,0.0,-12.75,4,AR0WGXC1187B9AAC99
TRBFGDY128F933AB85,El Gato Confite,107.288,4,1,1968,0.0,0.0,-13.827,2,ARFILWJ1187B9ADDBF
TRBFGDX128F1452E74,Le Bug (Live 2005),119.992,11,1,1968,0.0,0.0,-6.699,8,AR828WL1187FB47E81
TRBFGDW128F4261FA6,Brooklyn On A Saturday Night,139.487,0,1,1984,0.0,0.0,-15.849,1,AR40GSU1187FB3AA01
TRBFMCN128F423625D,Got The Blues,101.676,4,1,1926,0.0,0.0,-19.239,2,ARE36MM1187B991E50
TRBFMWE128F933A55F,Lucky Fellow - Original,97.691,1,1,2016,0.0,0.0,-13.629,4,ARVML4B1187FB52324
TRBFMTO128F9322AE7,Start Me Up,130.372,5,1,1981,0.0,0.0,-3.237,8,ARFCUN31187B9AD578
TRBFMMC12903CF6047,Brown Eyed Girl,130.382,4,1,1980,0.0,0.0,-10.207,6,ARLLRL61187B9B6698
TRBFMFO128F421BFD4,Serenata,126.956,8,1,2020,0.0,0.0,-6.682,8,ARSFVDS1187B990F14
TRBFMGE12903CDECE5,Donnez-nous des jardins,108.241,4,0,1975,0.0,0.0,-10.987,6,ARW45YR1187FB3DE95
TRBFMDY128F426E9B4,Turn Yourn Radio On,160.623,4,1,1987,0.0,0.0,-11.579,1,AR4GP451187FB3F2BB
TRBFMBC128F4280A31,Raindrops Keep Falling On My Head,91.888,2,1,1952,0.0,0.0,-15.737,2,ARI4S0E1187B9B06C0
TRBFMIU12903CB8536,So Long (Originally Performed by Abba),149.79,7,1,1961,0.0,0.0,-5.712,5,AR00A6H1187FB5402A
TRBFMVM128F9361E39,C'est pour vous que je chante,99.214,9,1,2015,0.0,0.0,-8.675,0,ARRESZG1187B9A3FBF
TRBFMKO128F426EB91,Mr. Crump,83.341,2,1,1990,0.0,0.0,-7.665,0,ARP7AOI1187FB518B4
TRBFMCF128F42885AC,Live Then Lay,107.936,1,0,1987,0.0,0.0,-9.742,6,AR1ZYLH1187B98C159
TRBFMAS128E078F352,Marvel Hill,105.919,10,1,1998,0.0,0.0,-8.022,0,AREHK7O1187B9ADDD7
TRBFMGQ128F931E0A0,Love Is What We Make It,156.507,2,1,1999,0.0,0.0,-15.835,1,ARO4WQR1187B9B9825
TRBFMWC128F4281F9B,New Round And Round,107.957,7,1,1951,0.0,0.0,-18.742,2,ARAWBUP1187B9B93FC
TRBFMZP128F1490058,Mi Vida Se Pinto De Gris,107.741,9,1,1993,0.0,0.0,-6.419,0,ARFQAQV1187B9A9AD5
TRBFMAZ128F92F3A2A,Let's Get High (Yves Larock Radio Edit w Rap),84.682,9,0,1999,0.0,0.0,-5.554,0,ARIYFYD1187FB3F0E5
TRBFERE128F93332CF,Le Droit Des Pères (Live Electrique),89.709,9,0,1975,0.0,0.0,-7.405,0,ARZBYDY1187FB46DD7
TRBFEHX128F932D632,My Love,69.487,7,1,1975,0.0,0.0,-15.391,4,AREW1KO1187B98E42E
TRBFEID128F42368AC,The Cool (Amended Album Version),188.018,5,1,1955,0.0,0.0,-5.303,3,ARPFHN61187FB575F6
TRBFEIX128F426A5F8,Roses,153.785,7,1,1997,0.0,0.0,-5.945,5,ARIH5GU1187FB4C958
TRBFEGL128F9318DF4,Chanson D'Amour,68.242,2,1,1980,0.0,0.0,-8.931,4,AR7GOK91187FB455F5
TRBFEYR128F427230E,Long Way From Home,114.088,1,1,1990,0.0,0.0,-7.827,8,AR32ETX1187B9A792F
TRBFAPA128F9353136,Signs Can Hear All,73.314,0,1,2006,0.0,0.0,-14.305,4,ARNJCYH11C8A42AC5F
TRBFAMR128F9306CC5,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie),102.643,0,0,2001,0.0,0.0,-5.438,0,ARXW2MN1187B9B8817
TRBFAMG128F9309CF7,New Milk Cow Blues,80.583,2,1,1962,0.0,0.0,-19.273,2,ARKEFM61187B9A8202
TRBFATS128F9319AEB,Beauty Supply And Demand,242.7,1,1,2004,0.0,0.0,-7.117,3,ARU9KWP1187B98B2A7
TRBFAON128F9313C62,Falling Apart,60.404,9,1,2009,0.0,0.0,-24.651,7,ARQ3VBJ1187FB3FE55
TRBFANX128F42934C3,Is It Love,101.684,0,0,2001,0.0,0.0,-8.811,0,ARHSMIG1187B99C199
TRBFAFH128F92D5762,Sauer,88.138,3,1,1992,0.0,0.0,-6.748,0,ARC4O5Z1187B9AE91F
TRBFAWS12903CF8E2E,Superstar (feat. J-Noxx),174.984,1,1,2009,0.0,0.0,-7.284,5,ARMAPSZ11F50C48146
TRBFAHS128F42804D6,Llorando Por Amor,98.713,2,1,2017,0.0,0.0,-7.8,0,ARHFEBO11F50C4825A
TRBFASC128F424D427,I Will Turn Your Money Green (Take 1),102.248,6,1,1997,0.0,0.0,-19.233,2,ARN7OQ21187FB5A6B3
TRBFAKP128F148B600,Heart's Grown Cold (LP Version),146.186,4,1,2018,0.0,0.0,-11.774,6,ARKE7ZQ1187FB504BB
TRBFAHF128F42A1F03,Cycle Time,130.48,4,0,2007,0.0,0.0,-5.492,8,ARVZWQ31187B9B8946
TRBFAGW12903CC81E2,L.S.M.,98.638,11,0,2005,0.0,0.0,-5.284,0,ARKOETA1187FB36CAB
TRBFAWM128E0785A59,Transmission (Album Version),85.466,0,0,2003,0.0,0.0,-3.805,0,ARHRY5S1187B99B96F
TRBFANQ12903CB8F48,High On the Mountain,180.521,0,1,1978,0.0,0.0,-14.668,1,AR7KA5V1187FB44E6B
TRBFAMN128F42367B5,Deep Blue,149.895,2,1,2005,0.0,0.0,-27.019,9,ARMSW7X1187FB5B504
TRBFAWU12903CEC528,Baila Cariño,156.078,9,0,1995,0.0,0.0,-4.502,5,ARPJQLM1269FCCFBFF
TRBFALE128EF341C77,To Sir With Love,164.069,4,1,1994,0.0,0.0,-13.606,1,ART5IUL1187B9B0143
TRBFRZI128F427E827,Hold On,142.26,0,1,1992,0.0,0.0,-8.013,5,ARKU2GK1187B98C8AB
TRBFRYS128F1468FA5,Ma Préférence (Live),97.007,8,1,1994,0.0,0.0,-12.623,4,ARW63KF1187B98AC48
TRBFRZX128F9341EAE,We Got What You Want,176.83,8,0,2001,0.0,0.0,-5.349,5,ARBCUNV1187B98A9FB
TRBFRYD128F425E521,Nocturne For Piano No. 5 In B Flat Major_ Op. 37,90.19,3,1,2015,0.0,0.0,-25.698,7,ARN2M4711C8A423BD6
TRBFRNX128F9306093,True Love,174.33,0,1,1997,0.0,0.0,-7.06,5,ARUBX2Y1187B99CD25
TRBFRQJ128F4261793,Christmas Won't be the Same Without Johnny,98.508,0,1,1959,0.0,0.0,-16.709,2,AR45KNL1187B992E53
TRBFRNA128F4263D74,Bestio Tergum Degero Pt. 3,87.46,6,1,1979,0.0,0.0,-14.223,4,ARWTWYV1187B996D8B
TRBFRPF128F423F642,Introitus: Requiem: Dies Irae,135.759,9,1,2017,0.0,0.0,-20.868,9,ARMCYCP11F4C83ED97
TRBFRNE128F42368B1,Kick_ Push II (Album Version),85.015,2,1,1963,0.0,0.0,-4.237,0,ARPFHN61187FB575F6
TRBFRPH128F42593D2,You're My First Lady,157.968,7,1,1992,0.0,0.0,-18.261,1,ARLWR721187B9A03C9
TRBFRMV128F42214A6,I Don't Wanna be a War Hero,106.065,1,1,2003,0.0,0.0,-6.459,0,ARUSOMY1187FB4D3B4
TRBFRNS128F4274F9A,Snapshot Samurai,139.878,2,1,1957,0.0,0.0,-4.762,8,ARSLDFH12454A38A01
TRBFRFR128E0781C86,Automatic,133.05,2,1,1996,0.0,0.0,-4.285,8,ARG8DXO1187B9AF743
TRBFFMO128F92CB1EF,Up Jumped The Devil - Live,153.021,2,1,1978,0.0,0.0,-9.476,5,ARBU6D71187B9B5319
TRBFFSW128F931DF21,Va Por Usted,99.882,0,1,2008,0.0,0.0,-4.523,0,ARW1DRV1187FB40261
TRBFFIF128F4233A62,Love & Understanding,67.137,1,1,1996,0.0,0.0,-11.496,4,ART5IUL1187B9B0143
TRBFFFU128F4264642,He Was Here,88.537,11,1,2014,0.0,0.0,-12.883,4,AREXX3T1187B989950
TRBFFKC128F92F67B0,Cry Of My Heart,99.093,4,1,1982,0.0,0.0,-8.781,0,ARC43071187B990240
TRBFFZN12903D08332,Stand By Me,104.796,9,0,1972,0.0,0.0,-6.958,0,ARG4KW31187FB51B7C
TRBFFKN128F422F3CC,In Hell (Album Version),239.407,2,1,2007,0.0,0.0,-5.118,3,AR8PL5L1187FB37A10
TRBFFSS128F932F5D4,Ralph's Rhapsody,122.895,6,1,1998,0.0,0.0,-16.715,2,ARNUIBF1187FB4A28F
TRBFFNE128F92F6001,We Are The Ones (Lounge Version),123.004,1,1,2007,0.0,0.0,-7.184,8,ARY02GH1187B99B223
TRBFFVX128F426D1A4,The last havoc,210.124,9,1,2016,0.0,0.0,-3.883,3,ARWSPAI12420782828
TRBFFQY128F1481E79,We're Not Gonna Bow,121.944,8,1,1995,0.0,0.0,-5.825,8,ARKFYS91187B98E58F
TRBFFSG128F42907C1,Mefistofele/Spunta... l'aurora pallida...,85.184,4,1,1976,0.0,0.0,-24.009,7,ARCLGCL1241B9CA830
TRBFVEP128F42621E3,World Comes Tumblin' Down,178.142,7,1,2000,0.0,0.0,-5.008,5,ARN2ZKL1187FB3972B
TRBFVKF128F92C8724,LOVESICK - Obsession in ¾ Time,167.559,2,1,2022,0.0,0.0,-18.226,1,ARWNRBH1187B9B7E68
TRBFVZZ128F92FD7B5,Llegaste Tú,98.998,3,1,1960,0.0,0.0,-5.951,0,ARPZBNS1187B98E279
TRBFVEP12903CF345D,Big World,102.99,7,1,1950,0.0,0.0,-8.852,0,ARGRTPZ1257509D28A
TRBFVDB128F423EA48,Carita De Rosa,208.002,9,0,2003,0.0,0.0,-5.92,3,ARQDYV0119B866800F
TRBFVTI12903CFD630,The Object Of My Affection,100.341,3,1,1997,0.0,0.0,-14.728,2,AR6HEHH1187B9985F9
TRBFVAS128F93576F0,Where Are You?,81.858,8,1,2005,0.0,0.0,-17.193,2,ARMBDNQ1187FB3F3EC
TRBFVAA128F423C356,Wake Up Call (Album Version),115.236,10,0,1999,0.0,0.0,-2.029,8,AR4L4WQ1187FB51996
TRBFVMO128F14537D3,All Alone (Live),148.0,7,1,2005,0.0,0.0,-7.36,5,ARAXU5Z1187B98FECD
TRBFVOP12903CF0DFA,Jesus Is the Lord,85.989,10,0,1992,0.0,0.0,-11.714,4,AR8I87E1187FB57E2E
TRBFVEM128F147508C,Zambele (1997 Digital Remaster),171.505,6,1,1977,0.0,0.0,-10.363,5,AR0QL3J1187FB3748E
TRBFVRE12903CC70CA,Pobre diabla (Directo 09),122.645,9,0,1954,0.0,0.0,-4.548,8,ARZBOES1187FB40178
TRBFVZI128F147FCAF,Please Come Out Tonight,89.921,3,1,1993,0.0,0.0,-15.018,4,AR9W3X91187FB3994C
TRBFZEO128F425AFAA,Sunday In Marin,168.069,8,1,2022,0.0,0.0,-9.75,5,ARQQFIQ1187B99DB43
TRBFZPR128F145EAB9,Quan Tou Tang,90.027,0,1,1951,0.0,0.0,-7.963,0,ARGGEGH11F4C83C076
TRBFZTR12903D0255C,Mua rakastan,132.368,9,0,1987,0.0,0.0,-8.37,8,ARKPDBH1242077DEB1
TRBFZCS128F4244983,It Gwine Dreada,120.538,0,1,1953,0.0,0.0,-12.828,6,ARCYQ1P1187FB3F3CA
TRBFZVG128F424770A,TU MIRADA,96.621,9,1,1963,0.0,0.0,-9.633,0,ARBSAVH1241B9CA637
TRBFZMK12903D0E7BE,Hurry Up And Come,160.022,4,1,2008,0.0,0.0,-5.75,5,AR6EVQA1187B9AA1DF
TRBFZRA128F427030C,Da Da Da Da,93.328,1,1,2001,0.0,0.0,-4.603,0,ARLLUSZ1187B98ACDC
TRBFZRF128F92DCD89,When There's A Will_ There's A Way,182.542,2,0,2008,0.0,0.0,-12.293,1,ARAJ5XN1187B9B578B
TRBFZRR12903CE48D1,Marrakech,115.231,2,0,1950,0.0,0.0,-9.464,6,ARLCGW21187B9929EE
TRBFSPK128F92F3A22,Why,156.27,0,0,1985,0.0,0.0,-24.568,9,AROY0LJ1187B99654D
TRBFSKB128F145C5B1,Forever,123.847,8,0,2004,0.0,0.0,-5.82,8,AR5WPYF1187B9B40DA
TRBFSEX128F9300418,Teska (Teska),158.419,5,0,2006,0.0,0.0,-11.277,1,AREFUMW11F4C844D2B
TRBFSNP128F14572B5,One Night Alone,129.846,0,1,1988,0.0,0.0,-12.818,6,AR3PDNJ1187B9AF3F0
TRBFSPZ12903CB5230,All The Way,202.693,5,1,2001,0.0,0.0,-19.928,1,AROBVNV1187FB3F36C
TRBFSAI128F92F4AC0,East Bay Bounce,100.058,5,1,1952,0.0,0.0,-4.73,0,ARIF3EV1187B9B8522
TRBFSPA128F9340CDC,Infant Dreams,108.948,5,1,1973,0.0,0.0,-33.364,9,ARBXBQR1187FB56FA5
TRBFHGB128F92EE3FF,Fly Away (Instrumental),118.026,0,1,1994,0.0,0.0,-6.117,8,ARSCLMG1187FB3CEE4
TRBFHWD128F148D15D,Liquid Mercury,149.981,2,1,1988,0.0,0.0,-10.939,6,ARNPPTH1187B9AD429
TRBFHYL12903CB0652,Falling Stars,97.014,6,0,1986,0.0,0.0,-14.66,2,ARWLJLY1187B9AD881
TRBFHSA128F4286685,Herz an herz (Live Version),147.002,11,0,1997,0.0,0.0,-8.259,5,AR6896B1187B98FADA
TRBFHBZ128F9339BA6,Suburban Living,155.127,0,1,1964,0.0,0.0,-6.72,5,ARLK1A71187B9AECD2
TRBFHQG128F93092E5,Psalm 27,150.117,5,1,2000,0.0,0.0,-8.004,5,ARF3HEO1187B9AF2F4
TRBFHCP128F4265101,Badrock City,125.038,1,1,1986,0.0,0.0,-16.6,2,ARCEOW71187B9A5A71
TRBFHRA128F424D28A,Chicago Bound Blues,70.746,10,1,1991,0.0,0.0,-19.27,7,ARYYCVC1187B9A8510
TRBFHUS128F932F7BE,I Know Where I Am Now,99.958,10,1,2004,0.0,0.0,-15.102,2,ARDFZE61187FB45994
TRBFHZG128F9310D3C,Waitin' For The Wind,96.645,2,1,1969,0.0,0.0,-14.736,2,AR4YY6D1187B9AEC44
TRBFHSR128F1472A36,Papa Legba (2005 Digital Remaster),113.142,5,1,1986,0.0,0.0,-9.306,6,ARROQSO1187B9AEB80
TRBFHFG128F930B5F9,The Lakes Of Pontchartrain,45.199,4,1,2021,0.0,0.0,-22.715,7,AR2XBPG1187B98FCBE
TRBFUMI128F42B5731,Stephanie Says,112.48,0,1,1985,0.0,0.0,-15.591,2,ARBFQ7L1187B9ACD48
TRBFUUY128F426D21B,Jahuu_ Gandiva laulaa!,119.987,10,0,1955,0.0,0.0,-9.651,6,ARCCBWR122BCFCBB85
TRBFUPH128F426310A,Free (lp),122.077,2,1,1970,0.0,0.0,-12.019,6,ARCEOW71187B9A5A71
TRBFUDB128F429C1B8,90er,170.041,8,1,2006,0.0,0.0,-4.281,5,AR5BLB01187FB57E99
TRBFUXQ128F145B135,After All The Love Is Gone,120.093,0,1,1983,0.0,0.0,-10.223,6,ARHG53Q1187B9ACBFC
TRBFURI128F1455498,Under The Weather,142.121,7,1,2004,0.0,0.0,-9.911,6,ARCJKV91187FB46210
TRBFUNY128C7196B7D,Music And Politics,108.616,2,1,1992,0.0,0.0,-18.454,2,AR04KTB1187B99B6B7
TRBFUPZ128F145DB81,Más Y Más,106.847,0,1,1969,0.0,0.0,-13.327,6,ARDWS2V1187B99AED0
TRBFUTW128F93112E3,Fleur De Paris,136.577,0,1,1953,0.0,0.0,-14.406,6,ARP998V1187B99DFA3
TRBFUSW128F92D0357,Say Goodbye,120.08,4,0,1984,0.0,0.0,-7.518,8,ARVZDOM1187B9B49C9
TRBFULU128F1486D18,Itinerario,212.401,4,0,1992,0.0,0.0,-9.735,3,ARXF42D1187B9AC71F
TRBFOZC128F14874A1,Everybody's Someone (Gateway Mix),137.87,5,1,1968,0.0,0.0,-5.872,8,ARE3LP51187B9ACD29
TRBFOIY128F93414D1,BOOM!!!,127.84,4,1,1952,0.0,0.0,-8.571,6,ARLZYDV11C8A4226B0
TRBFOEB128F9305372,It Must Be Everywhere (Complete Version),167.829,5,1,1975,0.0,0.0,-9.889,5,ARYWCFZ11E2835CFDD
TRBFOEA128F425D2DB,Soda Pop,105.131,4,0,1986,0.0,0.0,-7.333,0,ARDZQ5U1187B9ADEAE
