artist_id,name
ARO81XD1187FB38096,Egberto Gismonti
ARSHTBB1241B9C434A,Cedric Myton
ARGUAHS11F50C4CF7D,Los Traileros Del Norte
ARJXULI11F4C83C865,Bela Fleck And The Flecktones
AR1M7ZD1187B9B0D55,Winston McAnuff_ The Bazbaz Orchestra
ARZXVY01187B9972EC,Davol
ARWQ3W11187FB3F35E,Eleanor McEvoy
AR6GJDZ1187B991E46,KALIMBA
AR4B3RX1187B9A868A,Alexandre Desplat
ARNQAVF11F4C844C04,Despina Vandi
ARK0BT61187B9ACEC2,Monster Magnet
ARYBP3U1187B9B3A4C,Sensations
ARDPZFB1187B9A91C3,Gisele MacKenzie
AR3UFKE1187B9B186E,Dame Edna Everage with Carl Davis conducting the London Symphony Orchestra and The New Antipodean Singers
ART9Z1P1187FB36C94,Edmundo Ros & His Orchestra
ARAAP251187B99DDE0,Guaco
ARDCIH31187B98B241,Edelweiss
AR1Y2PT1187FB5B9CE,John Wesley
ARCRNVV1269FCD5B9C,Giorgos Marinis
ARMR44C1187FB433D2,Penguin Café Orchestra
ARHL8SP1187B98F8A3,Sick Of It All
ARTQZKW11EB9C80B4C,Neema
ARR9XHK1187FB3894D,Leila Chicot
ART62WC1187FB47E80,Jim Jones / Chink Santana
ART1R9I1187B9B3324,Margaret Becker
ARDE7I31187FB43352,Gonzalo Rubalcaba
ARR575U1187B98FB97,The Perrys
ARY4EC01187B9AA3EC,Plaza
AR059HI1187B9A14D7,Roy Drusky
ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds
AREUYDJ1187B9BA040,Krystof
ARR2BHS1187B9B8FA7,Minnie Riperton
AR9O0LF1187B99D0D1,Aisha Duo
AR1RZ1E1187FB5A62E,Mick Clarke
ARJK0ID1187B9A7A02,Ebru Yasar
AR898OD1187B9A14BB,Olga Tañón
ARZCXO91187FB53708,Justin
ARONPP01187B995FB5,Cockney Rejects
AR0KBXO1187B996460,Slipknot
ARRJFJ31187B9961EF,Sergio Dalma
ARF3FRP1187B9A77BF,Groupa Med Lena Willemark
ARSFWGS1269FB35F84,Eclier
ARHP4FT1187FB3897C,Billy Murray
ARMRCET1187FB52049,Fergie
ARJTX7M1187FB4CED3,Be Bop Deluxe
ARVML4B1187FB52324,Leroy Hutson
AR8RXRI1187FB4104B,The Roots
AROY6XW1187B991121,Steve Vai
ARSFVDS1187B990F14,Tranzas
AR4SOKG1187B98D2B0,Geier Sturzflug
ARBGJLS11F4C83D4B9,Xmilk
ARMT23H1187B995083,Emilio
ARHNCQ31187B9915DC,Mississippi John Hurt
ARSE6YI1187B9B9CD2,James Hunter
AR0QT3O1187FB56860,Ronnie Drew
ARJ45QE1187FB423B8,Ultimate Tracks
AR6UQ8H1187B99DA9E,Chacho
AR9C8IE1187B9ACC99,System of a Down
ARZQ6SW1187B9AD3E2,Antigone Rising
ARYC2P31187B9B9AB7,Seguridad Social
ARVJVFF1187B9B40D6,Al Di Meola
ARNG61X1187B98C7DF,The Blind Boys Of Alabama
AREYIHC1187B99CE0B,Brazilian Tropical Orchestra
ARXAHU31187B9B1520,Vex'd
ARDNBQU1187B9B6DC2,Kieran
AR1H4F51187B9946A5,Sunidhi Chauhan / Anu Malik / Jatin Sharma
ARQVTCN11E2835DFFD,Marcel Mouloudji
ARTHIJ41187FB57411,Princess Lover
AR97EHA1187B98AD5F,Blind Blake
AR3VSHF1187B9B3002,Flame
ART3KT21187FB450DC,Ennio Morricone
ARPQWQ41187FB3E8A1,Los Salvajes
ARLVEYZ1269FCCFC01,Rustless
ARIDQH31187B9ACB84,BMX Bandits
ARMLEY51187FB5BF8F,Havok
ARBAW9R1187B98FB6B,Natasha Bedingfield
ARI4NXX1187FB59DF2,Raze
ARCYE581187B9A1482,Timo Maas featuring MC Chikaboo
AR2O84Q1187FB5BF74,Salt The Wound
AR06EB01187FB40150,NOFX
AR18B3W1187B9A5AAA,Louisa Mark feat. Kevin Henry
ARN2M4711C8A423BD6,David Jalbert
ARASOUV1241B9C975C,Rhian Lois
AR5AXVN1187B9A2761,Sharon Burch
AR2F4501187FB3EC2E,Sounds Of Blackness
ARNHJHU1187B98F79C,Nightfall
ARM7EDF1187B9B3FA1,Guns N' Roses
ARDQ9AP1187B9BA3F6,Killswitch Engage
ARCCRTI11F4C845308,White Heart
ARYTTQW1187B9BA487,Frank Vignola
AR59C6A1187B9B2143,The Cat's Miaow
AR9OTFC11C8A415220,D.A.D.
AR37K6O1187B9AD049,Savoy Brown
ARI0XA21187B9B26FC,Tri Atma
ARTYXQC1187B9ACAB2,Shaggy / Brian & Tony Gold
ARHG53Q1187B9ACBFC,Alias
ARGSAFR1269FB35070,Blingtones
ARA373P1187B9A74C7,Barbarito Diez
ARDNQ0R1187B9BA1EF,Lonnie Johnson
ARBV2AK1187FB5BA33,Len Barry
ARBGXIG122988F409D,Steel Rain
ARUP17W1187B98CAB9,Charlie Byrd
AR1Q25M1187B9B0D73,Orquesta Romantica de La Habana
ARZ0LFY1187FB4FE17,Orthrelm
ARSL3N21187B98DFC5,Klaus Badelt
ARCLLH11187FB48DE0,Jimmie Vaughan
AR0PUK71187B9AC3C0,Marvin Hamlisch;John Lithgow;Jeffrey Huard
ARELVCU1187B98F3E5,Serpentine
ARFH6FT1187FB5BF47,T.O.K.
ARW70HR1187B9A358C,Aleks Syntek
ARRTI6E1187B9A661D,Tony Tuff
ARWI6LR1187FB46E9F,Richard Galliano
ARO7IJV1187FB5BFAD,Oesch's die Dritten
ARFQWAA1187FB3BACB,Julissa
ARJIWJH1187FB3F6B9,Elvin Bishop
AROLNOH1187FB39845,Erick Sermon
ARCDLDD11F33E000A4,Varios
ARC8S7S1187B98D50B,Marc Dorsey
AR0B8CT1187B9B2CF3,Fyah Blaze
ARAMIDF1187FB3D8D4,Alejandro Lerner
ARO5P0H1187FB5BAD7,Pepper
ARJ4B7V1187FB4CB90,DJ Godfather
ARAEX7Y1187FB42D36,Toni Braxton
AR813LR1187FB3F83A,Goldfish
ARCDCFY122ECCBCC6A,Proficy
ARTXJFJ1241B9C55EF,Karnig Sarkissian
ARXWBOL11E2835E5BB,Abbott & Chambers
AR78ZID1187B9B31ED,Mikey Dread
ARW45K91187FB3DE04,Tommy Makem;The Clancy Brothers
ARADCSF11F4C8416CD,Crusaders
ARTP2PK1187B98FECA,Quinteto Violado
ARZ8S071187B993849,Tito Rodriguez
AREJ5K11187B993F5F,R. Carlos Nakai
ARSQIM51187B9B460E,Yölintu
ARPTJHV11F4C83EF53,Mighty Diamonds
AR2FSX31187B98E3EF,Ricky Martin
AR49A9P1187FB3BBBF,Saigon Kick
AR8XG9J1187FB418C1,Jerry Butler
ARFTMGO1187B9A777A,Percy Faith & Felicia Sanders
ARW0YFZ1187FB442DB,Markscheider Kunst
AR3L4P91187FB42189,Dann Huff
AR7ISJJ1187B9B2CD6,Danny Barnes
ARLJK1O1187B9B0FC4,The Knightsbridge Strings
AREOGMA1187B9908EF,Hot Tuna
ARNTTHK1187B98FF64,Andy & Lucas
ARB29H41187B98F0EF,Terry Callier
AROP6331187FB398F7,Parallel Sound
AR9OLFX1187B9A5762,Bob Wills
ARNTRZQ122ECCBC53C,Mr. Blue
ARQ4OZM1187B991229,Jean Segurel
ARZY28S1187FB40BAB,Taboo
ARZQ7QA1187B9AD08B,Prince
ARD4C1I1187FB4B0C3,Pink Floyd
ARE1DU51187B99BB83,The Hollywood Brats
AR3YBMD1187B99F15C,Frl.Menke
ARETSEJ1241B9C91DC,El Tiempo
AR91GW21187FB4F642,Roger Miller
ARYML1P1187B9AF39B,Devo
ARTXS851187FB411C7,Chris Farlowe
ARSVRVA1187B99228A,The Nelons
ARVN9FZ1187FB393F1,Snow Patrol
AR37XMN1187B9AC408,Lighthouse Family
AR11NP91187B9901B4,The Roches
ARAPH9U1187B9B34F0,Randy Travis
AROLMXS1241B9C6915,An Cafe
ARIW1BH1187FB4C94A,Architecture In Helsinki
ARJH2E61187B9A1627,Clockwise
ARJ8PZJ1187B99314F,Aiden
ARZ7IH41187FB3B8F5,Leaders Of The New School
AR2MD2P1187FB5B328,Marshall Crenshaw
ARCDRLI1187FB54D58,ZTrip
ARGNZOL1187FB5CE7C,Fernando Ortega
ARNVM131187B990D2B,themselves
AR2C9UQ1187B98E69F,Roy Roberts
ARFELOH1187B991F95,Niraj Chag
AR3793X1187FB50CB3,Chris Rea
ARRI5MR1187FB47CAB,Esperanza Spalding / Leo Genovese
ARU3YYC1187FB43FEE,Luis Alberto Spinetta
ARSFK241187B9BA38E,Murphy Lee / Zee
ARLNMEP11C8A41519E,Rockabye Baby!
ARIJ7MR1187B9B484E,Peggy Zina
AR4EVIX1187B993DE9,Alceu Valença
ARGBR4I1187B99D073,Mudhoney
ARFNXFR1187B98F6C1,Ned Nash Orchestra
ARMRQFC1269FCD2C40,Roj
ARD7TVE1187B99BFB1,Casual
ARD1XMG1187FB41229,Winifred Phillips
AR5BBK81187B990027,Matt Redman
ARWBL9E1187FB4E695,Paul Brown
AR280881187B98BA28,YGGDRASIL
AR553M51187B98BCE7,Renee Rosnes
ARR9LP21187B9BA390,Jody Bernal
AR8K6F31187B99C2BC,Go Fish
AR6IRG41187B9A4D98,Ec8or
AREKO1L1187B997EFE,The Radio Department
ARNVCZC1187B9934F5,Corona
ARRZNBD122C867517B,Los Cumbieros Del Sur
ARHR5BC1187B9AC348,Eagles Of Death Metal
ART094K1187B9A08D0,The Even Dozen Jug Band
ARY5TFK1187B9BA2BD,John Ottman
ARSENJW1187B9B053E,Bimbo Band
AR3DYAD1187FB3964E,Chet Atkins
ARM4WGN1187FB3C746,Kyle Eastwood
AR109IQ1187B98E487,JK
ARXAFO11187B9AEBFE,Urge Overkill
ARDVZTE1187FB5A0A1,Harry Connick_ Jr.
ARMB95F1187B9B5B93,Cam'Ron
ARSYHZ21187B99F5F5,Tina Ann
ARDK6QW1187B9B8D85,U.K. Subs
ARPNQ6G1187FB3E286,2-Gether feat. Sarinah
ARGDY4Y1187B9A334F,Pyranja
ARLLANI1187FB5116F,Simon Harris
AR7N7MI1187FB46935,Sade
ARSS1OZ1187FB54440,Mons Leidvin Takle
ARCDXI51187FB57A2E,Goose
ARVCNOU1187FB4C6F0,Emit
ARW9FP41187B98C2A7,Annie Lennox
ARMAEYS1187B990F2F,Tree
ARUFRGT1187B98ED43,Leo Dan
ARGWLJT12086C14A09,Shunza
AROGHQQ1187B9890E3,Mil featuring Petey Pablo
ARFZSPU1187B9B5BA9,John Frizzell
ARC70XM1187FB4D5B0,Free
AR0A30G1187B9B183B,M.A. Numminen
ARXTUHV1187B99268F,Remmy Ongala
AR07HWO1187B9A2189,Lil' Band O' Gold
ARUKN9H1187B9B71C8,The Black Crowes
ARCEEC91187B9AC4FB,Alexander O'Neal
AR4R0741187FB39AF2,Bow Wow Wow
ARD8JVH1187FB4DA04,Bad Company
ARNAYJN1187B99CD8A,Gösta Ekman / Tage Danielsson
ARWIGX11187FB3AC96,Spunk
ARH3TXI1187FB3A486,Kathy Troccoli
ARIOJO01187B9B31B1,Mariachi Silvestre Vargas
AR4JY8V1187B98A62F,Ann Hampton Callaway
ARZO73F1187FB4BF23,Bill Cosby
AR4CG3B1187FB5B861,The Avengers
ARS8DXZ1187B998AA3,Bravehearts featuring Nas and Jully Black
ARMBDNQ1187FB3F3EC,Arthur Tracy
AR5TQ1T1187FB59492,Cornel Campbell
AR76DOS1187FB5AE78,The Jeff Healey Band
ARY2ZUX1187B9A266C,Miguel Migs
AR85QTQ11A348EFF96,Brooke White
ARQI60P1187FB464C9,The Ocean
ARH4H1W1187FB53A2E,Premiums
ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble
ARXUT4W1187FB48BEB,Javier Navarrete
ARNTQF31187B9A02FF,Tony Matterhorn
ARVEJ9M1187FB4DC44,Les Ogres De Barback
AR19QNR1187B9A13C5,Cassidy featuring Swizz Beatz
ARPAAHK1187B9ABB00,Nickelback
ARHOSMU1242078130D,All Leather
ARWBYIR11F4C83B3FE,Double Image
AR3SEQM1187B98E9E8,Kix
ARNQESK11F4C83FD6F,Beatnuts with Lil' Donny
AR93RTI1187B98ECFB,Mance Lipscomb
AR6PJ8R1187FB5AD70,Shakira
ARC6UC81187B989062,Hem
ARA1UU51187FB5A70B,The Misfits
AROCBZZ11E2835D652,Small Faces
ARF1LT21187B989EEB,White Willow
AR557N41187FB3E67F,Swallow The Sun
ARBMHBC11F4C8403A2,Hushabye Baby
ARRJ3UC1187FB579D7,Wyclef Jean
ARQMYTM1187FB4678C,Josh White
AR1XE381187FB4C685,Kane
ARR6LWJ1187FB44C8B,R.E.M.
AR03BDP1187FB5B324,Britney Spears
ARF3FRP1187B9A77BF,Groupa
ARLXFDN11F4C8417F8,Irtio
ARZ1PTN1187B9967D9,Gene Autry
ARIF3EV1187B9B8522,Paul Taylor
ARNLO5S1187B9B80CC,Van Halen
AROPBVQ1187FB36581,Khold
ARXKPYC11E2835E356,Lot Lorien
AR2MEUK1187B992D1B,Jeff Scott Soto
ARSX6IX1187B9B640C,Big Star
ARPBNLO1187FB3D52F,Tiny Tim
AR3LA671187FB567E4,Grey Area
ARCT5P61187FB3D950,The Impressions
AREBWEH1187B99EA9A,Beherit
ARUI8FT1187FB5AB13,Mychael Danna & Jeff Danna
ARYNX5Z1187B999686,Paul Carrack
ARUPH8D1187B9A6046,Dan Cummins
ARHTV1S1187FB547F8,Marc Perrone
AREPD8D1187FB3F5BC,Sister Hazel
ARBPRTL11F4C83CB05,Oak Ridge Boys
AR2FAMK1187FB4CF60,AFI
ARNNQBT1187FB437C1,Belphegor
AR4PQ891187FB5CA9F,Dionne Warwick
ARGNQED1241B9C4237,Youves
ARHJJ771187FB5B581,Screaming Lord Sutch
ARO0QD41187FB3AB0A,Keb' Mo'
ARI3W3K1187FB49E6F,Cedric Gervais feat. Second Sun
AR0WLH6119B8669027,Owl City
AR1E4V11187B99F400,Telecast
ARF9HO21187B9A0D81,Emile Vacher
AR77B521187FB4CC70,Lennie Tristano
ARNEL2O1187FB4421A,Bukka White
ARKR75V1187FB3D4D5,My Chemical Romance
ARWKLB91187B992270,The Rambos
ARRR7RO1187B98A6EC,Erin O'Donnell
ARCYQ1P1187FB3F3CA,The Twinkle Brothers
ARKO7AO1187FB5664B,Tin Hat Trio
ARLD4VD1187FB39009,Fast Eddie
ARJSPWK12454A4CB28,SANSHIRO
AREXM411187FB560C4,We Five
ARZLCTV1241B9C4D46,Claire Elzière
AR93K7R1187B9AC92A,Black Debbath
ARNLY0W11C8A42C7E5,Serge Desaunay
ARTMM411187FB56FD0,Barry Goldberg
ARBUOMY1187B99F2EB,Messy Marv
ARU5CP31187FB44C3A,Beth Nielsen Chapman
ARQSZLT124207825BA,Konstantinos Galanos
ARXZP9T1187FB4565D,Willie Clancy
ARZP2M21187FB59C63,Dons
ARETCTY1187FB4C033,LORE
ARUYGJ31187B9A2FEA,The Summer Obsession
ARQC4R31187B9A0D88,Jean Ferret
ARQC4R31187B9A0D88,Jo Privat
AROMB601187B991317,Mae West
ARTWWNA1187B9B3BD7,Frederik
ARYOBYD1241B9C87F8,Dabbler
AR3752L1187FB4B67E,The Real Kids
ARYKFVV1187FB3CA6B,The Golden Age Orchestra_ Paul Summer 
AR6HEHH1187B9985F9,Russ Morgan
AR91BST1187B98F9A8,Orquesta America
AR2SMD91187B9B0582,Mighty Mighty Bosstones
AR0Q5531187FB45143,Dallas Holm
ARG274E1187FB4BCA8,Russ Taff
ARYDFJA1241B9CBFF2,Jacques Douai
AR8AZTM1187FB3FB9C,Julio Iglesias Jr.
ARRVUWA1187B9A0FE2,Orquesta Aragon
ARNP42K1187B9AB7DF,Banda La Bocana
ARWK5QH1187B9A9B7F,Justin Timberlake
AROVY9L1187FB3A97C,George Hamilton IV
ARR8AIK1187B9A0BCE,Eddie Boyd
ARKMIBT11F4C8430D9,The Antlers
ARE9Y761187B98AEB6,Mint Condition
ARWSISA1187B9AAC01,Damita
ARKL75U1187FB5B8B6,BoDeans
ARTAFV91187B9BA17C,Stone Temple Pilots
ARJ1AMB1187FB40661,Sukhwinder Singh;Jaspinder Narula
ARTML781187B9AF080,Neeme Jarvi
ARMSL551187FB3F4B0,Dark Distant Spaces
ARCVT0G1187B99238E,Shay Torrent
AR1LQNB1187B9A6AE5,La Portuaria
AR8WVQY1187FB3FA10,J. Karjalainen & Mustat Lasit
ARSYKGV1187B9A49CD,Nicole Mullen
AR4AR1R1187B98E76F,Joy Enriquez
ARZ78EG1187FB4638E,Malefaction
ARD4C1I1187FB4B0C3,Big One
ARSZIBW1187B994053,James Newton Howard
ARAK3HK1187FB51B38,The Stems
AR8AZTM1187FB3FB9C,Julio Iglesias Jr
AR1WU211187FB57E2B,Terry Riley
AROVSYC119B3403921,Gus Viseur
AR9JJ761187B9AF496,Tanya Chua
ARHRY5S1187B99B96F,Static-X
ARCZGEP122988F4890,Starski and Clutch
ARHXWB01187B9A205C,Gloria Lasso
AR7BHGD1187FB4E15F,Wanda De Sah
ARBHPBX1187FB47102,The Steeles
ARABTW91187FB3A73B,David Summers
AR5OH2Z1187B9A46A9,Iggy Pop
ARWJAQ81187FB46F73,Negura Bunget
AREXX3T1187B989950,Scott Krippayne
AR2XI6G1187B9AE7DA,Fat Joe
ARBCUNV1187B98A9FB,Busta Rhymes feat. Linkin Park
ARK3PWH1187B9A441D,Showbread
ARXLX5L1187FB47BED,Crazy Horse
AR02DB61187B9A0B5E,Annie Philippe
ARB5TJM1187B9A71FD,Finntroll
ARW63KF1187B98AC48,Julien Clerc
AR8M6LC1187B998D48,Motograter
AROLDZG1187FB50AFB,Melvins
AR7Y6JX1187FB4D9B3,Bad Brains
ARQ9BO41187FB5CF1F,John Davis
ARDBSFT1187B9AC9C1,Fountains Of Wayne
ARK8OHG1187B99016A,Shadows Fall
ARSEC9Q1187B98912D,Colin James
ARCRR5X1187FB3BD4A,Elva Hsiao
ARGBGC71187FB3DD0B,DJ Nasty
ARDOZIV11F4C83DD59,Maria Forde
ARVEXQ51187B9B8237,The Funeral Pyre
ARLR9U31187B9A71AD,Iggy And The Stooges
AR0OTEX1187FB3600D,Los Del Rio
AR60C3O1187FB46737,Kurtis Blow
ARYO9BU1187B9ADA88,Porcupine Tree
ARGCEOR1187B9A4E7D,Eric Demarsan
AR6Q6PN1187B9A01E1,The Party Group
ARC6J781187B98F02B,Tania Maria
AR2VROU1187FB532D7,The Token
AR1SQSG1187B9AC782,Kent
ARH09RT1187FB4A843,OV7
ARIGY9P1187B9B6428,Ancient Astronauts
AR0WGXC1187B9AAC99,Slum Village
ARE36MM1187B991E50,Blind Lemon Jefferson
ARFCUN31187B9AD578,The Rolling Stones
ARLLRL61187B9B6698,The Sonics_ Charlie & The Tunas
AR4GP451187FB3F2BB,Andy Griffith
ARI4S0E1187B9B06C0,David Arkenstone
ARRESZG1187B9A3FBF,Les Hou-Lops
ARP7AOI1187FB518B4,Mum
AR1ZYLH1187B98C159,Naughty By Nature featuring Phiness
ARO4WQR1187B9B9825,Kenny Rogers
ARAWBUP1187B9B93FC,Casey Bill Weldon
ARFQAQV1187B9A9AD5,Yndio
ARIYFYD1187FB3F0E5,Anane
AREW1KO1187B98E42E,Irish Tenors
ARPFHN61187FB575F6,Lupe Fiasco
ARIH5GU1187FB4C958,Silverchair
AR7GOK91187FB455F5,Jean-Jacques Goldman;Edith Lefel;Malavoi
AR32ETX1187B9A792F,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan
ARNJCYH11C8A42AC5F,Ciaran Byrne
ARXW2MN1187B9B8817,X-ecutioners featuring Tom Tom Club & Biz Markie
ARKEFM61187B9A8202,Moon Mullican
ARHSMIG1187B99C199,3 of Hearts
ARMAPSZ11F50C48146,Hollowtip
ARHFEBO11F50C4825A,Flor Silvestre
ARKE7ZQ1187FB504BB,Blackfoot
ARKOETA1187FB36CAB,Year of Desolation
AR7KA5V1187FB44E6B,The Del McCoury Band
ARMSW7X1187FB5B504,Dave Eggar
ARPJQLM1269FCCFBFF,Pete Bamboo
ART5IUL1187B9B0143,Lady Saw
ARKU2GK1187B98C8AB,The Jason Bonham Band
ARBCUNV1187B98A9FB,Busta Rhymes
ARUBX2Y1187B99CD25,Tyrone Taylor
AR45KNL1187B992E53,Dr. Elmo
ARWTWYV1187B996D8B,Pelt
ARMCYCP11F4C83ED97,Kuijken Kwartet
ARLWR721187B9A03C9,T.G. Sheppard
ARUSOMY1187FB4D3B4,Anti-Flag
ARSLDFH12454A38A01,Her Majesty's Finest
ARBU6D71187B9B5319,Clarence Gatemouth Brown
ARW1DRV1187FB40261,Rocio Jurado
AR8PL5L1187FB37A10,A Perfect Murder
ARNUIBF1187FB4A28F,Ray Lynch
ARWSPAI12420782828,Necrodaemon
ARCLGCL1241B9CA830,Michèle Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti
ARWNRBH1187B9B7E68,Philippe Sarde
ARPZBNS1187B98E279,Huey Dunbar
ARGRTPZ1257509D28A,David Saylor
ARQDYV0119B866800F,Gertrudis
ARAXU5Z1187B98FECD,Gorillaz
AR8I87E1187FB57E2E,Andrae Crouch
ARZBOES1187FB40178,Carlos Baute
ARQQFIQ1187B99DB43,Chris Camozzi
ARGGEGH11F4C83C076,Miriam Yeung
ARKPDBH1242077DEB1,Murskahumppa
ARBSAVH1241B9CA637,Antonio Koudele
AR6EVQA1187B9AA1DF,Cocoa Tea
ARAJ5XN1187B9B578B,Jimmy Johnson
ARLCGW21187B9929EE,Juan Carmona; Ricardo Larroze
AROY0LJ1187B99654D,Kol Simcha
AR5WPYF1187B9B40DA,VHS Or Beta
AREFUMW11F4C844D2B,Greek Gypsy Musicians
AR3PDNJ1187B9AF3F0,Vixen
AROBVNV1187FB3F36C,Joey McIntyre
ARBXBQR1187FB56FA5,Bill Douglas
ARSCLMG1187FB3CEE4,HardNox
ARNPPTH1187B9AD429,Jimmy Page
ARWLJLY1187B9AD881,Desert Dwellers
AR6896B1187B98FADA,Paso Doble
ARF3HEO1187B9AF2F4,Donnie McClurkin
ARCEOW71187B9A5A71,Big Audio Dynamite
ARYYCVC1187B9A8510,Bessie Smith
AR4YY6D1187B9AEC44,Spooky Tooth
ARROQSO1187B9AEB80,Talking Heads
AR2XBPG1187B98FCBE,Planxty
ARBFQ7L1187B9ACD48,The Velvet Underground
ARCCBWR122BCFCBB85,Sabda Brahma
AR5BLB01187FB57E99,Headliners
ARCJKV91187FB46210,KT Tunstall
AR04KTB1187B99B6B7,The Disposable Heroes Of Hiphoprisy
ARDWS2V1187B99AED0,Mazz
ARP998V1187B99DFA3,Jean Marc Thibault
ARVZDOM1187B9B49C9,Barry Manilow
ARXF42D1187B9AC71F,Clementina De Jesus
ARE3LP51187B9ACD29,Leann Rimes & Brian McFadden
ARLZYDV11C8A4226B0,Albin Myers
ARYWCFZ11E2835CFDD,Nazz
ARDZQ5U1187B9ADEAE,John Fogerty
ARCIXWX1187FB4F1DF,Scweez
AR2GU4Y1187B99F35E,Pescado Rabioso
ARIIXHS11F50C48D0D,Agency 1.9.9.4
AR4QYVC1187B99985B,DJ Harry
ARDL03L1187B997FBE,Fläskkvartetten / Daniel Bellqvist
ARG99CA1187FB3D09A,2XL
ARXCUQE1187B9ADD91,Pee Wee King
AR2L2GV11C8A42C818,Marcel Azzola
ARSKATF1187B98A622,Alain Turban
ARPPTNG11F50C482A3,Mercedes Castro
ART9VCW1187B9B6FE6,Lili Ivanova
ARTPY6B1187B98C720,Cactus
ARXLMH011C8A415658,brokeNCYDE
AR49IQD1187FB37EA7,Xzibit
ARVX3V41187FB59E0F,Spade Cooley
ARRZXQX1187FB45A0A,You Should Go Ahead
ARHCHE61187B9AB217,Harry Choates
ARC2BFH1187B98F3C8,Pete Miser
ARHEDEC121318C58DE,Studio
ARDVZTE1187FB5A0A1,Bon Jovi / Ray Davies
ARUDYKB11F4C83C269,Lil Wayne
ARCYE581187B9A1482,Timo Maas
AR6892W1187B9AC71B,Placebo
AR261YW1187FB374B3,Warrant
ARLMRES11F4C83E1E1,Barbara Lusch
ARNF6401187FB57032,Sophie B. Hawkins
ARJ1YJV1187B9955DA,Crucial Conflict
ARQRQRA12131B4B5A8,Cake
ARJR7S11187FB36A2A,The Forms
ARVMFE61187B992463,Darwin Hobbs
AR3GYKU1187B996AB9,Jim Kweskin with Samoa Wilson
ARNAIMI1187FB5733C,Rick Ross
ARYXGST1187B991071,Uman
ARXI7WU1187FB4D75E,Tinariwen
ARGY9FW1187B991C7D,Information Society
ARZAHDN1187B9B4BED,Ice & Breeze
ARPQ4Z01187FB3A736,Butthole Surfers
ARA7EEC1187FB4C392,Snowgoons
AR8LMZM1187B9A8160,Brooke Valentine
ARPTC441187FB3AEBF,Fredi
ARUI8651187B9ACF52,John Cale
ARNVH8S1187FB52F86,Heavy D
AR74Q3R1187B9B24C3,Nightwish
AR8BMEQ1187B9B4214,Pumpkin Buzzard
ARH2QI91187FB3788D,David Guetta - Joachim Garraud - Chris Willis
ARPKATM1187B9B76E6,Hatebreed
ARINEWW1187FB5577E,Perrey And Kingsley
AR2G8UI1187FB3F33C,Barbara Fairchild
ARDG9I21187FB35FF3,Yolandita Monge
ARZFAGI12420783C02,The Harvard Lampoon Comedians
ARE8AJ31187B99A8DF,Pam Thum
ARQCFI11187FB5AE43,George Jones
ARKQN8X1187B99221C,Joe Rogan
ARQOVNR1241B9C5050,The Bongo Man
ARIXB7T1187B9AB215,Intars Busulis
AR009211187B989185,Carroll Thompson
ARVSB691187FB3C711,Hector
ARKNOZU1187FB5A371,Phil Vassar
AREBCAO1187B994183,Jorge Alfano
ARCLBZ01187B98D025,Crematorium
ARHD3RX1187FB3A7DA,Steel Pulse
ARNQ7UN1187B98EE77,Novaspace
AR858UO1187FB437B4,Precious Bryant
ARGEZ5E1187FB56F38,Audio Adrenaline
ARVCCEM11F4C83DD74,D.R.S.
AR80YG31187FB58A13,The Bronx Horns
AR4BDNG1187FB44870,Robert Palmer
AROD1VN1187B9B377F,Klubbingman feat. Beatrix Delgado
ARSQW3I1187B9ACD14,Leona Naess
ARRNO111187B9B3FC9,Galactic
ARVNIVQ1250941026F,Dylan Kuo
ARAA88L1187B9A29C1,Bodies In the Gears of the Apparatus
ARM7C1Q1187FB471C8,Bullet For My Valentine
ARA2GMZ1187B98CB13,The Wilburns
ARFIUBJ1241B9CA443,Portobello
ARMUCXW11F50C4BFEC,Bionikworld
AREQ9AY1187FB40E19,Spitfire
AREMPZY1187B9B8FF3,David Banner
ARZSFIJ1187B98B8BC,Warner mack
ARGTZL71187FB597C2,One Be Lo
ARBGVEC1272BA8350B,Josh Mullins
AR5OHUU1187FB55B10,Peret
ARSTA431187B9A3599,Dennis Brown
ARRJ3UC1187FB579D7,Wyclef Jean featuring will.i.am and Melissa Jiménez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik
ARNMHWR11F4C83B384,Kingston Trio
ARCPY7O1187FB5C0B7,RIDDLIN' KIDS
AR2SMD91187B9B0582,The Mighty Mighty Bosstones
AR77FBJ1187FB49D8D,The Rance Allen Group
ARKZ68G1187B98B189,Gang Of Four
ARZH0R61187FB422AE,Fontella Bass
ARG1UAO1187FB55E50,Sammi Cheng
AR576O51187B990C30,Tampa Red
ARDIKTV11F43A69FA4,Eumir Deodato
ARZ185I1187FB5B8C5,Jonn Serrie
AR0OTEX1187FB3600D,Los Del Rio_ The D.E.Y.
ARJ7KF01187B98D717,Coldplay
AR0AVIB1187FB37D01,Regina Belle
ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs
ARP3CRB1187FB410B1,Sukshinder Shinda
ARMAC4T1187FB3FA4C,Nora
ARS1OWB1187B99EEAD,The New York Dolls
