song_id,title,artist_id,artist_name,tempo,key,mode,year,energy,danceability,loudness
TRBFKAT12903CA42E2,Free,ARVMFE61187B992463,Darwin Hobbs,140.085,1,1,1987,0.0,0.0,-7.487
TRBFKNM128F425E89C,Why Don't You Do Right (Album Version),AR3GYKU1187B996AB9,Jim Kweskin with Samoa Wilson,110.837,9,1,1958,0.0,0.0,-12.437
TRBFKSL128F934AF61,Tuck That Sh*t,ARBUOMY1187B99F2EB,Messy Marv,63.198,4,0,1990,0.0,0.0,-5.347
TRBFKNY128F92E0FF2,It Ain't No Use,ARRWDU31187B9B5656,Jimmy McCracklin,104.358,0,1,1965,0.0,0.0,-10.015
TRBFKMN128F4286D1B,Malice,AR1OBRC1187FB59AD4,Behemoth,126.154,2,1,2000,0.0,0.0,-5.497
TRBFDHN128F4242963,Ella Speed,ARNAIMI1187FB5733C,Rick Ross,114.066,7,1,2020,0.0,0.0,-11.807
TRBFDRD128F92F79D5,The way to Peace,ARYXGST1187B991071,Uman,84.949,7,0,1973,0.0,0.0,-14.964
TRBFDOH128F933797E,Chatma,ARXI7WU1187FB4D75E,Tinariwen,105.981,9,1,2003,0.0,0.0,-12.328
TRBFDGT128E0786A25,Lay All Your Love On Me (LP Version),ARGY9FW1187B991C7D,Information Society,128.137,7,1,2014,0.0,0.0,-11.881
TRBFDVW128F92ED2D6,How It Begins,ARZAHDN1187B9B4BED,Ice & Breeze,145.011,11,0,2011,0.0,0.0,-5.543
TRBFJKU12903CEDB0C,22 Going On 23,ARPQ4Z01187FB3A736,Butthole Surfers,146.01,4,1,1987,0.0,0.0,-10.981
TRBFJOE128F9326B03,Michael Nobody aka Poetic Death,ARA7EEC1187FB4C392,Snowgoons,80.505,1,1,2009,0.0,0.0,-6.006
TRBFJGB128F42612B1,American Girl,AR8LMZM1187B9A8160,Brooke Valentine,130.495,9,1,2005,0.0,0.0,-5.806
TRBFJJT128F4228826,Liian vähän aikaa,ARPTC441187FB3AEBF,Fredi,115.082,4,0,2002,0.0,0.0,-11.71
TRBFJPO128F4295BE3,Estoy Aquí,AR6PJ8R1187FB5AD70,Shakira,123.448,4,1,1995,0.0,0.0,-7.098
TRBFJMR128F930B3A6,DJs Are The New Rockstars-Live Mashup Mix 7,ARJ4B7V1187FB4CB90,DJ Godfather,117.236,11,1,1956,0.0,0.0,-4.197
TRBFJVT128F428F3B8,Mirame A La Cara (Version Salsa),ARNTTHK1187B98FF64,Andy & Lucas,91.341,4,0,2014,0.0,0.0,-7.964
TRBFJDL128F1461579,50_000 Miles Beneath My Brain (Live),AR8SRQ31187FB4D477,Ten Years After,128.239,9,1,2001,0.0,0.0,-10.76
TRBFJWV128F935366B,Shake That Thang,ARTKOGW1241B9CD42B,DJ Omega,151.401,11,0,1984,0.0,0.0,-7.834
TRBFJBK128EF357C81,Stainless Steel Gamelan,ARUI8651187B9ACF52,John Cale,101.37,2,1,1971,0.0,0.0,-12.161
TRBFJMI128F92E535C,Private Dancer,ARNVH8S1187FB52F86,Heavy D,153.058,2,1,2008,0.0,0.0,-6.791
TRBFJNF128F1462488,Lappi Pt IV Etiäinen,AR74Q3R1187B9B24C3,Nightwish,131.248,4,0,1997,0.0,0.0,-9.326
TRBFJGD128F933E85A,Red Castle,AR8BMEQ1187B9B4214,Pumpkin Buzzard,105.115,2,1,1973,0.0,0.0,-12.319
TRBFJFD128F92F6CEA,Baby Mama,ARXGASQ1187FB3C727,Camp Lo,101.867,8,1,1959,0.0,0.0,-13.767
TRBFQPI128F4280CDA,Love Is Gone (Eddie Thoneick's Liberte Mix),ARH2QI91187FB3788D,David Guetta - Joachim Garraud - Chris Willis,85.351,11,0,1955,0.0,0.0,-9.173
TRBFQQY128F4249C56,Destroy Everything (Album Version),ARPKATM1187B9B76E6,Hatebreed,110.016,7,1,2006,0.0,0.0,-3.08
TRBFQTF128F933EDCA,The Gre(A)t Depression,ARUSOMY1187FB4D3B4,Anti-Flag,146.141,11,1,2009,0.0,0.0,-5.032
TRBFQII128F930D519,The Unidentified Flying Object,ARINEWW1187FB5577E,Perrey And Kingsley,140.638,5,1,1988,0.0,0.0,-12.12
TRBFQMK128F92FF85E,Comfort Creek,AR2G8UI1187FB3F33C,Barbara Fairchild,186.423,3,1,1982,0.0,0.0,-10.576
TRBFQOC128F9313B77,Cierra Los Ojos Y Juntos Recordemos - Original,ARDG9I21187FB35FF3,Yolandita Monge,110.599,1,0,2010,0.0,0.0,-15.632
TRBFQGP128F42948DA,Hired Security,ARZFAGI12420783C02,The Harvard Lampoon Comedians,151.215,1,1,2013,0.0,0.0,-10.447
TRBFQHY128F4242356,Slipping Away/Here Is Kazmeyer,ARGY9FW1187B991C7D,Information Society,90.011,9,1,1990,0.0,0.0,-13.573
TRBFQZS12903CC9965,See You in the Morning,ARE8AJ31187B99A8DF,Pam Thum,141.175,1,1,1952,0.0,0.0,-11.178
TRBFYQM12903CA9186,I Don't Love You Anymore,ARQCFI11187FB5AE43,George Jones,134.132,5,1,1961,0.0,0.0,-11.341
TRBFYIZ128EF34C3C7,Fear Factor (Shiny Happy Jihad),ARKQN8X1187B99221C,Joe Rogan,58.165,10,0,2007,0.0,0.0,-9.689
TRBFYPH12903CF00EA,Titan,ARQOVNR1241B9C5050,The Bongo Man,85.915,7,1,1992,0.0,0.0,-7.596
TRBFYPB128F9340C24,Brivdiena,ARIXB7T1187B9AB215,Intars Busulis,140.076,2,0,1956,0.0,0.0,-6.447
TRBFYQS128F92E83A0,Show Some Love Where Is The Love feat. MackaB,AR009211187B989185,Carroll Thompson,171.991,7,1,1965,0.0,0.0,-8.091
TRBFYJT128F9346CA4,Sudenkorento -Life On Mars-,ARVSB691187FB3C711,Hector,120.833,2,1,2011,0.0,0.0,-6.752
TRBFYKT128F428AFF7,Like I Never Loved Before,ARKNOZU1187FB5A371,Phil Vassar,131.458,9,1,2000,0.0,0.0,-8.387
TRBFYXK128F92F2B56,Inti Guauqui,AREBCAO1187B994183,Jorge Alfano,32.239,8,0,1998,0.0,0.0,-24.991
TRBFYZQ128F932CC82,Dying Under A Binary Star,ARCLBZ01187B98D025,Crematorium,84.913,6,0,2005,0.0,0.0,-5.428
TRBFYJE128F14A8ABF,Man No Sober (LP Version),ARHD3RX1187FB3A7DA,Steel Pulse,153.264,11,0,1982,0.0,0.0,-10.762
TRBFYFA128F14A0E53,Dancing With Tears In My Eyes 2004 (Nova Mix (Club Version)),ARNQ7UN1187B98EE77,Novaspace,139.991,11,0,2004,0.0,0.0,-7.915
TRBFPRF128F92FB507,Blues All Around My Bed,AR858UO1187FB437B4,Precious Bryant,179.081,9,1,2002,0.0,0.0,-11.301
TRBFPEP128F14ADD52,Gloria (In The Name Of Love Album Version),ARGEZ5E1187FB56F38,Audio Adrenaline,144.987,9,0,1970,0.0,0.0,-4.035
TRBFPYV128F421FA78,Gangsta Lean (Gangstapella),ARVCCEM11F4C83DD74,D.R.S.,165.168,5,0,1993,0.0,0.0,-22.258
TRBFPMP12903CAF2C3,The Preacher,AR80YG31187FB58A13,The Bronx Horns,123.768,10,1,2005,0.0,0.0,-8.559
TRBFPCL128F1481F2A,Man Smart Woman Smarter,AR4BDNG1187FB44870,Robert Palmer,157.788,7,1,1974,0.0,0.0,-11.472
TRBFPRL128F9316B53,Another Day Another Night,AROD1VN1187B9B377F,Klubbingman feat. Beatrix Delgado,142.956,11,1,2021,0.0,0.0,-4.95
TRBFPRL128F14569B9,Paper Thin,ARSQW3I1187B9ACD14,Leona Naess,120.36,9,0,2000,0.0,0.0,-12.793
TRBFPZP128F4260621,Cafe deClouet,ARRNO111187B9B3FC9,Galactic,102.841,5,1,1998,0.0,0.0,-30.249
TRBFPNE128F92E40CB,Principe Nino,ARDE7I31187FB43352,Gonzalo Rubalcaba,142.839,9,1,1960,0.0,0.0,-12.101
TRBFPMG128F148F505,Shen Lai,ARVNIVQ1250941026F,Dylan Kuo,155.726,4,1,1985,0.0,0.0,-5.105
TRBFPJD128F933B5C3,Two of a Kind,AR91DZT1187FB4C599,Frost,154.753,1,1,1983,0.0,0.0,-5.981
TRBFPVQ128F428B0D2,Carolan's Concerto,AR0V36F1187FB366B1,The Chieftains,175.711,2,1,1971,0.0,0.0,-14.344
TRBFCZL128F42915B0,Xenophobic Hate Machine,ARAA88L1187B9A29C1,Bodies In the Gears of the Apparatus,88.053,6,1,2005,0.0,0.0,-6.551
TRBFCSV128F92EF7B9,4 Words (To Choke Upon),ARM7C1Q1187FB471C8,Bullet For My Valentine,185.012,8,1,2005,0.0,0.0,-2.839
TRBFCPS12903CEEB26,Keep Walking,ARA2GMZ1187B98CB13,The Wilburns,148.024,7,1,2020,0.0,0.0,-9.156
TRBFCKE12903CFA9DB,COLD MORNING,ARFIUBJ1241B9CA443,Portobello,129.699,9,1,1975,0.0,0.0,-7.486
TRBFCKU12903D0054F,Party Favours (Dee Dee's Flukey Remix),ARMUCXW11F50C4BFEC,Bionikworld,125.997,11,0,1980,0.0,0.0,-7.801
TRBFCJQ128F427086F,Parabolics Studies 6,AR7OEB71187B995A17,Henri Pousseur,89.467,7,1,1994,0.0,0.0,-8.473
TRBFCKD128F92E87E2,Feverish,AREQ9AY1187FB40E19,Spitfire,139.02,1,1,1997,0.0,0.0,-11.286
TRBFCVQ128F93240DC,The Carnival  feat. Japjit Kaur,ARFELOH1187B991F95,Niraj Chag,179.004,1,1,2020,0.0,0.0,-4.994
TRBFCKI128F4250666,Syrup Sipping (Banner Beat Break),AREMPZY1187B9B8FF3,David Banner,167.018,3,0,2008,0.0,0.0,-11.576
TRBFCWC128F1484CF0,Is It Wrong,ARZSFIJ1187B98B8BC,Warner mack,98.612,9,1,1960,0.0,0.0,-10.261
TRBFCWN128F92D5E03,learn (Album Version),ARGTZL71187FB597C2,One Be Lo,58.407,2,1,2008,0.0,0.0,-5.239
TRBFTFY12903CEDB2F,Mom,ARBGVEC1272BA8350B,Josh Mullins,81.827,8,0,1999,0.0,0.0,-13.675
TRBFTWM128F932535D,Ole Con Ole,AR5OHUU1187FB55B10,Peret,144.072,1,0,2009,0.0,0.0,-10.903
TRBFTGO128F92CF831,Ballroom Floor,ARSTA431187B9A3599,Dennis Brown,88.384,7,0,2015,0.0,0.0,-8.588
TRBFTZS128F425EAAB,Touch Your Button Carnival Jam,ARRJ3UC1187FB579D7,Wyclef Jean featuring will.i.am and Melissa Jiménez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik,129.703,7,1,1953,0.0,0.0,-3.894
TRBFTHM12903CCC8FD,Goodnight Irene,ARNMHWR11F4C83B384,Kingston Trio,142.763,9,0,1983,0.0,0.0,-13.196
TRBFTJP128F426AC3F,Music In Dreamland,ARJTX7M1187FB4CED3,Be Bop Deluxe,126.729,1,1,1975,0.0,0.0,-11.969
TRBFLFI128F427F374,Stop The World,ARCPY7O1187FB5C0B7,RIDDLIN' KIDS,144.721,6,0,2004,0.0,0.0,-3.044
TRBFLER128F148C52B,Pictures To Prove It,AR2SMD91187B9B0582,The Mighty Mighty Bosstones,160.138,9,1,1994,0.0,0.0,-7.467
TRBFLJY128F4289291,Hold On (Album Version),AR77FBJ1187FB49D8D,The Rance Allen Group,140.283,10,1,1977,0.0,0.0,-6.465
TRBFLSD128F42A0F4C,A Piece Of My Heart,ARKZ68G1187B98B189,Gang Of Four,143.606,9,1,1983,0.0,0.0,-11.796
TRBFLOA128E078FA6A,I Can't Rest,ARZH0R61187FB422AE,Fontella Bass,124.826,7,1,2006,0.0,0.0,-6.754
TRBFLQW128F1483D44,Wo Ai Ni_ Zai Jian!,ARG1UAO1187FB55E50,Sammi Cheng,98.485,2,1,2004,0.0,0.0,-10.75
TRBFLHH128F429FDEA,Baby Please Don't,AR576O51187B990C30,Tampa Red,72.177,2,1,1955,0.0,0.0,-13.939
TRBFLOC128E0791630,Love Island (LP Version),ARDIKTV11F43A69FA4,Eumir Deodato,148.277,7,1,1993,0.0,0.0,-13.114
TRBFLZD12903CE8824,Nostalgia for Infinity,ARZ185I1187FB5B8C5,Jonn Serrie,144.354,11,1,1970,0.0,0.0,-18.626
TRBFLIS128F9306558,Mi Gitana (feat. The Dey),AR0OTEX1187FB3600D,Los Del Rio_ The D.E.Y.,103.928,4,1,1958,0.0,0.0,-8.22
TRBFLIP128E07897B4,Things I Don't Understand,ARJ7KF01187B98D717,Coldplay,137.008,9,0,2005,0.0,0.0,-6.473
TRBFLOH128F42630E3,You Are Everything,AR0AVIB1187FB37D01,Regina Belle,135.985,10,1,1995,0.0,0.0,-7.991
TRBFNOR128F933B0F5,Twist Y Gritos (Twist & Shout),ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs,149.767,0,1,1988,0.0,0.0,-4.468
TRBFNBZ128EF34EF11,Jumke,ARP3CRB1187FB410B1,Sukshinder Shinda,91.513,2,1,2008,0.0,0.0,-6.607
TRBFNMG128F4278109,Reefer Head Woman,AR12F2S1187FB56EEF,Aerosmith,94.423,9,1,1979,0.0,0.0,-12.328
TRBFNZQ128F4249CCA,Having A Little Talk With Jesus,ARGKD4W1187B990E04,Brenda Lee,93.033,2,1,1989,0.0,0.0,-9.334
TRBFNWA128F9324891,The Power Of,ARMAC4T1187FB3FA4C,Nora,74.074,7,1,1973,0.0,0.0,-7.168
TRBFNEE128F425C676,Human Being,ARS1OWB1187B99EEAD,The New York Dolls,154.763,4,1,1974,0.0,0.0,-10.193
TRBFNGV12903D0F07F,Words- Till the mornin' comes Mix,ARMOE2A1187B991F89,Liquid Spill,140.133,4,0,1971,0.0,0.0,-8.948
TRBFNZT128F429201E,Kuolema Tekee Taiteilijan,AR74Q3R1187B9B24C3,Nightwish,139.482,2,0,2004,0.0,0.0,-12.967
TRBFNYS128EF3412E8,Festival Of Holi,AR2EO6H1187B9A3B92,Brian Tyler,122.653,11,1,2007,0.0,0.0,-13.85
TRBFNDW128F9359ECE,Coffee Blues,ARHNCQ31187B9915DC,Mississippi John Hurt,111.722,1,0,1966,0.0,0.0,-12.818
TRBFNFN128F1473A51,No Love To Give (LP Version),ARSYOWS1187FB41157,The Rascals,78.19,7,1,1973,0.0,0.0,-15.529
TRBFNSL128F42776F9,Immigrant Song (Album Version),ARDIBRT1187B9AF176,Led Zeppelin,150.569,11,1,1970,0.0,0.0,-10.544
TRBFNBC12903CA9800,Good Morning Captain,ARUKN9H1187B9B71C8,The Black Crowes,130.692,7,1,2009,0.0,0.0,-12.024
TRBFNOL128F930AA0B,Bside,ARSJ46X1187FB4A62A,Various Production,151.992,1,1,2009,0.0,0.0,-16.775
TRBFNMW12903CBF3CE,Ain't She Sweet,AR6XZ861187FB4CECD,The Beatles / Tony Sheridan,159.437,1,0,1964,0.0,0.0,-7.455
TRBFNLX128F4249752,Please Love Me,AR4GAFY1187B9B639D,B.B. King,103.859,3,1,1956,0.0,0.0,-6.555
TRBFIAK128E07823AA,Your Revolution Is A Joke,AROBHK51187B9AD82B,Funeral For A Friend,148.045,6,1,2003,0.0,0.0,-10.897
TRBFIBL128F423AC68,Q Loop,AR2CM6U1187B999EB7,Basic Channel,107.709,8,0,1995,0.0,0.0,-22.184
TRBFIHG128F4289CF9,Make It Last,ARPKK761187FB4D53C,The Ataris,228.637,7,1,1997,0.0,0.0,-5.301
TRBFIUJ12903CFEB7C,Origins And Endings,ARJ45SE1187FB44AD1,Winds Of Plague,126.182,11,0,2008,0.0,0.0,-3.225
TRBFIHF12903CF0573,CrossBreed,ARS8IP61187B9AA5E7,Sound Field,137.971,1,1,1977,0.0,0.0,-6.709
TRBFIYC128F93373FE,Sincérité (feat. Ludo),ARR9XHK1187FB3894D,Leila Chicot,163.992,10,0,1953,0.0,0.0,-6.3
TRBFISG128F1473A72,I'm Blue (LP Version),ARSYOWS1187FB41157,The Rascals,111.418,10,1,1986,0.0,0.0,-11.573
TRBFICL12903C9CE02,Neon Psychedelia,ARJ1W5M1187FB458F3,Sweet,120.18,9,1,2006,0.0,0.0,-4.707
TRBHBJS128F14A4E42,Southern Jukebox Music (Live) (2001 Digital Remaster),ARMR44C1187FB433D2,Penguin Café Orchestra,124.513,2,1,1985,0.0,0.0,-17.448
TRBHBGB128F931E4CF,Fall in Philadelphia,ARN0DMU1187FB5B63A,Hall & Oates,153.802,8,1,1972,0.0,0.0,-11.314
TRBHBWW128F1475058,Hala_ Tumba And Timbal,ARYAEI81187FB3822D,Airto Moreira,164.33,1,0,2003,0.0,0.0,-12.589
TRBHBNV128F930A40B,Juana Democracia / Calipso Del Tlc,ARIRAVN11F4C842412,Los Nakos,201.459,6,0,1994,0.0,0.0,-11.596
TRBHBIT128F4292E42,I've Been Trying,ARVQZNK11E2835CDAC,Archie Bell and The Drells,100.922,6,1,2004,0.0,0.0,-14.477
TRBHBEB128F92CC0C6,When I Left Home,AR8ACFK1187B9B4063,Champion Jack Dupree,105.291,5,1,1998,0.0,0.0,-13.757
TRBHGRU12903CE2C48,Fractured Quantum,ARVADXJ1187B99AA96,Ace Frehley,89.965,7,1,2009,0.0,0.0,-10.519
TRBHGKH128F427FB11,Lo Siento En Mi Corazón,ARU3YYC1187FB43FEE,Luis Alberto Spinetta,113.096,8,0,1983,0.0,0.0,-20.009
TRBHGUK128E078E031,Yellow Brown,AR2HXXS1187B9AF3E2,Jesus Jones,195.824,0,0,1993,0.0,0.0,-14.897
TRBHGVH128F148AD73,Free Love,ARDGPFY1187B9A371B,Long Beach Dub Allstars,150.573,7,0,2001,0.0,0.0,-1.869
TRBHGJL128F93368A7,Number One Girl,ARHCERP1187B9912A5,Glen Washington,161.961,5,1,1967,0.0,0.0,-7.485
TRBHGDD128F1486C2E,Buckle Down (2002 Digital Remaster),ARE8GLF1187FB52532,Red Hot Chili Peppers,110.875,0,1,1982,0.0,0.0,-5.735
TRBHGTD12903CF47E5,Filosofia Pura,AR9JNFU1187B9B9868,Gal Costa / Maria Bethânia,73.411,11,0,2013,0.0,0.0,-8.753
TRBHGBU12903CAA37F,( Gone With the Wind) Bonnies Fatal Pony Ride,ARJRF841187B9B7F9A,Max Steiner,99.219,3,1,2015,0.0,0.0,-13.629
TRBHGWP128E0793AD8,De Do Do Do_ De Da Da Da,ARIPLUN1187B99B9F9,The Police,147.599,9,1,2018,0.0,0.0,-10.362
TRBHGIV128F4269827,My Ship Is Comin' In,AROBQ0B1187FB404F6,Walter Jackson,74.55,3,1,1962,0.0,0.0,-11.21
TRBHGWF128F92C8358,Good Friend,ARBM57Q1187B9AF97C,James Horner,129.237,0,1,2000,0.0,0.0,-29.407
TRBHMYW128F93086FE,Happy Safari,ARQQP3Z1187FB5707B,Bert Kaempfert,139.186,8,1,1997,0.0,0.0,-15.94
TRBHMXM128F4259A13,Rock Me,ARB054P1187B9AD32E,Santana,136.915,10,0,1984,0.0,0.0,-9.68
TRBHMVE128F931A430,Narrative #2,ARFONSP11F50C4D175,Michael Bloomfield,195.462,9,1,2002,0.0,0.0,-19.907
TRBHMZS128F42658FF,Money Didn't Change Me,ARY55LO1187B9A3F17,Three 6 Mafia,155.08,6,0,2003,0.0,0.0,-5.718
TRBHMOE128F92DF68C,I Can't Be Your Man,ARG2UZ71187FB4FF5C,Porter Wagoner,109.079,7,1,1978,0.0,0.0,-12.847
TRBHMFA128F148DC24,Playing James Mason,AR8IXB41187B9A4EED,Mel Blanc,70.608,8,0,1983,0.0,0.0,-13.025
TRBHMCT128F932C2C2,Separate Ways,AR0O3AV1187FB4D030,Agnostic Front,87.872,4,0,2002,0.0,0.0,-3.495
TRBHMNU128F93499B4,Ballin' (Radio),ARJRRJZ11F50C47E95,Big Rich,93.976,9,0,1986,0.0,0.0,-10.665
TRBHMSR128F4278EBB,Hua Yu Ai Li Si,ARGGEGH11F4C83C076,Miriam Yeung,88.02,9,1,1962,0.0,0.0,-11.126
TRBHMJS128F9359728,Virtuous Woman,ARN5W1B1187B98BE10,Warrior King,147.97,8,1,2002,0.0,0.0,-6.582
TRBHMLU128F429C194,Sag es sag es feat. Neo,ARB0WNP1187B9AC4AB,Samy Deluxe,94.31,10,0,2006,0.0,0.0,-6.022
TRBHMMC128F424991B,Lado A Lado (Bomba Carnaval Mix),ARZ5LST1187FB5BF3D,Fulanito,126.855,10,0,1970,0.0,0.0,-6.276
TRBHMHM12903CD9C85,Mon dieu,ARJJ8I01187FB4CE98,Josélito,100.229,7,1,1969,0.0,0.0,-11.34
TRBHEYH12903CB0887,Boy & Girl (Feat. Fiona Daniel),ARELVCU1187B98F3E5,Serpentine,97.536,9,1,1980,0.0,0.0,-5.927
TRBHEMP128F932DA55,Djungelstadt,ARO6WZY1187FB3A86E,Sonic Subjunkies,143.267,1,1,1994,0.0,0.0,-6.31
TRBHEVE128F932E1FA,Slatke male maloletnice,ARH312K1187FB3F1D4,Beogradski Sindikat,100.017,9,0,2002,0.0,0.0,-7.763
TRBHEVR128F4263CE0,Don't Treat Me Bad,ARMH10M1187FB4184F,Firehouse,109.993,3,1,1990,0.0,0.0,-7.178
TRBHEUX128F425020D,Gaffo's Ball,ARH8HRR1187FB5CBE8,Sharon Shannon,234.334,3,1,2007,0.0,0.0,-10.001
TRBHEQU128F932B874,Maga Dog/ Skanky Dog (Album),ARW0Z9V1187B9A0699,Peter Tosh & Winston Scotland,143.85,7,1,1977,0.0,0.0,-13.002
TRBHEOR128F429D1B0,I Can Dig It,ARMJAGH1187FB546F3,The Box Tops,93.773,4,1,1968,0.0,0.0,-11.669
TRBHEOU12903CBF12B,You Make Our Shack A Mansion,ARQ91R31187FB38A88,Grandpa Jones,114.546,8,1,1960,0.0,0.0,-11.446
TRBHEQY128F4275F54,Mi Corazón Y Mi Mente,AR6IJJ41187B98C872,Bobby Pulido,160.67,2,1,1999,0.0,0.0,-8.974
TRBHECY128F930A474,Freezin' From The Inside Out,ARY4M3J1187B9AC94C,John Sebastian,71.952,9,1,2001,0.0,0.0,-13.452
TRBHEJE12903CBEE90,La Pieuvre,AR1KMPF1187B99AA98,Lara,125.1,9,0,1952,0.0,0.0,-11.017
TRBHEBY128F148CF2B,Concede,AREPD8D1187FB3F5BC,Sister Hazel,142.893,2,1,1997,0.0,0.0,-6.322
TRBHEZF128F932BD68,I've Been Working on the Railroad,ARC1CJB1187B99FCA4,Laurie Berkner,171.743,0,1,2001,0.0,0.0,-15.304
TRBHEHF128F428385A,Amazing,ARAKARO1187B9A1EB6,George Michael,128.407,10,0,2004,0.0,0.0,-6.694
TRBHEQT12903CA76CD,Peanuts,ARE2BVT1187B9AC9A2,Little Joe & The Thrillers,138.876,5,0,1986,0.0,0.0,-7.217
TRBHEKQ12903CF2B6A,Escape From The Underrealm,ARGAHPJ11F4C83E988,Tilman Sillescu,120.381,3,0,2008,0.0,0.0,-10.844
TRBHESQ128F931BF15,Bleeds In Blue (Album Version),ARWADDH1187B98FDBB,Home Town Hero,156.202,1,1,2002,0.0,0.0,-2.863
TRBHAGD128F423C388,Nite Life (Sound Factory Version),ARUBDQW1187B98D775,Kim English,84.015,7,1,1972,0.0,0.0,-8.304
TRBHAOY128F92E6E29,Skinny Woman (Gravel Road Woman),AR6DGPH1187B998587,David Evans,103.546,9,1,2020,0.0,0.0,-8.243
TRBHAAK128F92E27BF,Jean Dominique Intro,ARRJ3UC1187FB579D7,Wyclef Jean,142.666,7,1,2004,0.0,0.0,-12.919
TRBHAAD128F9341700,Latin Flute,ARDIKTV11F43A69FA4,Deodato,88.627,0,0,2004,0.0,0.0,-11.47
TRBHAUR128F147481A,Shameful (LP Version),ARMOHN71187FB3959F,Atreyu,161.033,0,0,2017,0.0,0.0,-3.161
TRBHABK128F92F2A3D,Beginning Of The End,ARONPP01187B995FB5,Cockney Rejects,165.621,9,0,1987,0.0,0.0,-5.569
TRBHADL128F931E5F1,Tonight,ARXG6L11187FB5695E,Swami,91.988,11,1,2009,0.0,0.0,-6.066
TRBHAHN128F932D09E,"The Killing Of Dumbledore (""Harry Potter & The Half-Blood Prince"")",ARR46IW1187FB51C2E,Nicholas Hooper,93.633,8,1,2022,0.0,0.0,-29.51
TRBHAFV128F425D48E,These Old Eyes Have Seen It All,ARQCFI11187FB5AE43,George Jones,104.346,4,1,2006,0.0,0.0,-15.497
TRBHRGS128F92E535F,Chasing Windmills,ARNVH8S1187FB52F86,Heavy D,40.027,5,0,2008,0.0,0.0,-5.435
TRBHRGA128F4268884,Eleanor,ARLT4N91187FB533DB,Low Millions,112.897,5,1,2004,0.0,0.0,-6.016
TRBHRLC128F14AE627,Job's Defiance,ARLQ5EV1187FB4491D,Don Francisco,98.8,7,1,2000,0.0,0.0,-15.175
TRBHRKO128F42479B1,The Drug Suite,ARGC7FQ1187FB409CC,Stew,96.598,3,1,2002,0.0,0.0,-17.647
TRBHRGD12903CA7A58,Bad Man Story,ARVUN5F1187FB4CCC7,Beenie Man,98.071,6,1,1979,0.0,0.0,-1.997
TRBHRKE12903CFC929,Turn It Up,ARRZNPS124207806FA,Devine and emilyPLAY,137.976,2,1,2011,0.0,0.0,-3.506
TRBHRNN128F92DFCE7,(eskomolto),ARN4IYF1187FB49D76,Pagan Wanderer Lu,108.829,2,1,1989,0.0,0.0,-9.771
TRBHRLX128F93466B9,Rolo Le Baroudeur,ARW63KF1187B98AC48,Julien Clerc,193.426,1,0,1971,0.0,0.0,-12.682
TRBHRME128F42537E5,Final Solution,ARPBOCU11F50C4B49B,Blanks77,148.264,7,1,1953,0.0,0.0,-9.652
TRBHROF128F4219E60,Linoleum (live),AR06EB01187FB40150,NOFX,191.063,1,0,1989,0.0,0.0,-6.6
TRBHRGW128F92FFEFF,Child Support,ARGBGC71187FB3DD0B,DJ Nasty,149.984,6,1,2003,0.0,0.0,-7.114
TRBHRUL12903CCDF09,Was wollen wir noch mehr?,ARMD6JB1187FB3B0E7,Die Fantastischen Vier,95.863,10,1,2010,0.0,0.0,-7.43
TRBHRXT128F427F7AD,Il N'Etait Pas Sentimental,ARJIE2Y1187B994AB7,Line Renaud,100.869,4,1,2004,0.0,0.0,-11.616
TRBHFDA128F4270728,Slow Hand (LP Version),AR26X1C1187B9B0A1B,Conway Twitty,106.407,2,0,2010,0.0,0.0,-12.813
TRBHFAQ128E0791ADA,Time / Confusion,ARIT8YH1187FB43F30,Arthur Brown,71.077,0,0,1968,0.0,0.0,-11.547
TRBHFBW128F930A995,None Missing,ARE04K31187B98C74F,Birdapres,150.087,4,0,1995,0.0,0.0,-7.459
TRBHFFG128F9330743,All Purpose Experiment,ARBAGAS11F4C8461F0,Controlled Dissonance,0.0,8,1,1977,0.0,0.0,-20.105
TRBHFXV128F92FC754,Trybal,ARZ5T871187B9A03F3,Stargarden,131.85,9,0,2004,0.0,0.0,-19.877
TRBHFQE128F932CD48,A Soldiers Intro,ARAWNNA1241B9C726F,(hed) p.e.,106.681,2,1,2004,0.0,0.0,-19.408
TRBHFZP12903CE88C3,Fuck You,ARZVZRN1241B9C4B14,Mister Ries,160.006,11,1,1979,0.0,0.0,-14.365
TRBHFBL128F14537D2,Dirty Harry (Single Edit),ARAXU5Z1187B98FECD,Gorillaz,96.179,6,1,2005,0.0,0.0,-8.21
TRBHFIF12903CF66F4,My Old Man Boogie,ARM2D2V1187B9AEB4F,The Reverend Peyton's Big Damn Band,118.167,0,1,2006,0.0,0.0,-6.988
TRBHFUS12903CA4F1C,Night Time Blues,ARWQ2DR1187B98FF28,Ma Rainey,85.506,10,1,2005,0.0,0.0,-16.358
TRBHFTL128F933AF4E,Feelings Gone (feat. Sam Sparro) (Joachim Garraud Remix),ARFSPOV1187B9B2363,Basement Jaxx,197.011,3,0,1963,0.0,0.0,-4.523
TRBHFWZ128F42A2196,Sadness,ARJ5FD21187FB43F12,Mavado,135.733,7,0,2007,0.0,0.0,-5.318
